This text was added by using code,Progress,Responsible,Notes,Feature Owner,Moderator,Code Collaborator ID,Test Type,Current,Reviewed By,Reviewed,Tested By,Tested,Approved By,Approved,Last Approved
Synchrowave\Tools\NamedPipeConsoleClient\Resource1.Designer.cs,150,,,erichewi,stango,,No UT Paperwork,'af7d2a,,,rilehudd,'af7d2a,stango,'af7d2a,'af7d2a
Synchrowave\Tools\NamedPipeConsoleClient\Resource1.resx,150,,,erichewi,stango,,No UT Paperwork,'af7d2a,,,rilehudd,'af7d2a,stango,'af7d2a,'af7d2a
Synchrowave\Tools\Reader32\Reader32Wrapper\ConversionExtensions.cs,175,,,erichewi,rilehudd,,New File Full Test,'9fa8bf,,'2a080a,willmorr,'9fa8bf,rilehudd,'9fa8bf,'9fa8bf
Synchrowave\Tools\Reader32\Reader32Wrapper\DLLCaller.cs,175,,,erichewi,willmorr,12071,No UT Paperwork,'af8b5c,,96942e,rilehudd,'af8b5c,willmorr,'af8b5c,'af8b5c
Synchrowave\Tools\Reader32\Reader32Wrapper\EdgeCasesEVE.cs,150,,,erichewi,rilehudd,,New File Full Test,'952008,,,willmorr,'952008,rilehudd,'952008,'952008
Synchrowave\Tools\Reader32\Reader32Wrapper\EventFileReader.cs,175,,,erichewi,rilehudd,,Printed Changes Only,'88c008,,'43852a,willmorr,'88c008,rilehudd,'88c008,'88c008
Synchrowave\Tools\Reader32\Reader32Wrapper\EventReport.cs,150,,,erichewi,rilehudd,,,'436dab,,,stango,'436dab,erichewi,'436dab,'436dab
Synchrowave\Tools\Reader32\Reader32Wrapper\Program.cs,175,,,erichewi,stango,12071,No UT Paperwork,'fc2395,,'96942e,willmorr,'fc2395,rilehudd,'fc2395,'fc2395
Synchrowave\Tools\Reader32\Reader32Wrapper\Properties\AssemblyInfo.cs,150,,,erichewi,erichewi,,No UT Paperwork,'2cc7d5,,,willmorr,'2cc7d5,erichewi,'2cc7d5,'2cc7d5
Synchrowave\Tools\Reader32\Reader32Wrapper\Reader32Wrapper.cs,175,,,erichewi,willmorr,12071,,'f8f7c4,,'96942e,erichewi,'f8f7c4,rilehudd,'f8f7c4,'f8f7c4
Synchrowave\Tools\Reader32\Reader32Wrapper\SettingsRegex.cs,175,,,erichewi,rilehudd,,No UT Paperwork,'d7a4a2,,'2d4549,willmorr,'d7a4a2,rilehudd,'d7a4a2,'d7a4a2
Synchrowave\Tools\SWaveViewer\app.config,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\App.xaml,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\App.xaml.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\Properties\AssemblyInfo.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\Properties\Resources.Designer.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\Properties\Resources.resx,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\Properties\Settings.Designer.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\Properties\Settings.settings,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\Styles.xaml,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\SWaveViewer.sln,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\ViewModels\FileViewModel.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\ViewModels\MainWindowViewModel.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\Views\FileView.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'9b8bec,,,erichewi,'9b8bec,rilehudd,'9b8bec,'9b8bec
Synchrowave\Tools\SWaveViewer\Views\FileView.xaml.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\Views\MainWindow.xaml,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\Views\MainWindow.xaml.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SWaveViewer\VirtualizingDataList.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SynchroExport\app.config,150,,"Move only, no file content change.",stango,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SynchroExport\CSVExporter.cs,150,,Move and using statements only.,stango,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SynchroExport\GenericParsing.cs,150,,Move and using statements only.,stango,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Tools\SynchroExport\Program.cs,150,,,stango,erichewi,,No UT Paperwork,'333007,,,erichewi,'333007,rilehudd,'333007,'333007
Synchrowave\Tools\SynchroExport\Properties\AssemblyInfo.cs,150,,"Move only, no file content change.",stango,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Team City Build Reference.docx,150,,,erichewi,willmorr,,,'d031c5,,,rilehudd,'d031c5,willmorr,'d031c5,'d031c5
TEAM_KEY.txt,150,,,erichewi,stango,,,'34e17f,,,stango,'34e17f,erichewi,'34e17f,'34e17f
